,IFI27,RPL5,ZBP1,IFITM1,EPSTI1,EBI2,FCER1A,GADD45A,TNFSF13B,IFIT2,OSBPL10,SCRN1,TNFAIP6
GSM1594945,14.2396522,10.061224,9.87133142,12.6775851,11.047708,6.446676195,7.38026607,8.243328775,11.24759075,12.2803459,4.94285543,6.40818525,6.5666258
GSM1594946,13.3542888,10.1288656,10.8540918,13.239489,12.2744757,8.31732551,8.68727655,6.9665080249999995,11.90638045,13.2251136,6.35192969,6.757339,6.977397045
GSM1594947,14.7036435,10.1600811,10.4581159,12.4165716,11.5621555,7.397105675000001,8.55278193,7.68078255,11.7099966,12.7913764,4.94285543,5.99759131,6.63618073
GSM1594948,13.426866,10.8223094,10.5216072,13.4095499,12.2172348,8.021686235,9.01231962,6.88585438,12.086235550000001,13.4471431,6.72826119,6.4285577,6.650137245
GSM1594949,12.1448405,11.1667677,9.8355953,12.4767788,11.0145086,8.945577799999999,9.1652524,6.2636495199999995,11.32003965,12.2377516,6.13751743,6.20291437,6.671120845
GSM1594950,9.53989034,10.8179838,8.36311381,12.2553634,9.53598847,7.8572897600000005,8.57004615,7.795246565,10.24869228,10.9148798,4.94285543,5.73200596,6.06328447
GSM1594951,10.9462129,11.1372118,9.98260076,11.9642448,11.6470741,8.3319797,9.51096155,6.605393325,10.95296435,12.6148444,4.94285543,6.39726094,6.5521503800000005
GSM1594952,14.5977589,10.7436593,10.2433657,12.6744166,12.1396411,7.66285367,9.66129358,6.564605139999999,11.9494711,13.5537376,4.94285543,6.94405101,6.751530495
GSM1594953,13.771797,10.5153161,12.0182205,13.5968249,12.7737934,6.6603535350000005,8.99539657,6.48837026,12.4901552,13.8397315,4.94285543,4.38439303,6.953254595
GSM1594954,7.43600526,10.6272763,9.19900121,12.1841213,10.3635716,8.03437658,8.59470616,6.812902145000001,11.30163885,12.4470237,6.09444737,5.92638604,6.31812099
GSM1594955,13.6326517,10.4162324,10.2311051,12.6067307,11.6028345,7.607373389999999,9.29245161,7.5832721450000005,11.462228150000001,12.5789216,4.94285543,6.25168146,6.7984169450000005
GSM1594956,13.5779346,11.1833767,10.2010887,12.6519466,11.5818695,8.606272149999999,7.53734773,6.259805699999999,10.88522225,12.0037037,6.02504638,6.86907771,5.777167425
GSM1594957,10.8889745,10.2992133,8.66478649,11.6638337,10.4502104,8.310913195,9.15195694,7.3193292450000005,10.51435515,11.4318391,4.94285543,5.53557124,6.55996425
GSM1594958,7.95863029,10.7997239,9.45603274,12.3674472,10.9320486,7.363989505,8.86815844,6.229413165,10.547886349999999,11.6739128,4.94285543,6.3241443,6.22715924
GSM1594959,10.6431658,11.5513948,9.75670513,11.9708122,11.1634243,9.07399897,9.57959832,7.1094354200000005,10.99065605,12.0460508,6.5821529,5.39973145,6.242206245
GSM1594960,14.8140487,9.19918595,10.2808207,12.6389716,11.1113293,5.86057823,7.35530429,8.639910664999999,11.275158600000001,12.1709935,4.94285543,5.20945733,6.808869645
GSM1594961,8.85898972,10.9292011,8.3883003,11.8713307,9.53028663,7.608459285,9.8595069,7.635472354999999,10.04264751,11.1379529,5.28268264,6.10825692,5.658704595
GSM1594962,11.3039012,11.0846653,9.84226101,12.0863508,10.6119483,8.171958005,9.60382256,7.14135224,11.049301100000001,12.4275947,5.24018069,5.7750387,6.495273205
GSM1594963,4.81157959,11.1076295,8.54914228,11.8905627,7.70941934,8.522522675000001,10.1800407,7.740270515,10.120953755,10.7326282,4.94285543,6.39751186,6.072450945
GSM1594964,12.8707634,10.9541728,10.6113276,13.159427,12.0480548,7.867651955,9.18749873,7.324276944999999,11.5780847,12.9845379,5.89698324,6.5322679,6.58164801
GSM1594965,13.7510871,10.6524344,10.9730023,13.4173255,12.5574528,7.11823042,8.75251993,7.140943135,11.9803729,13.4181072,4.94285543,7.22325849,6.720360895
GSM1594966,14.3624024,11.1090876,10.3971362,13.0732717,11.7255675,7.701875815,8.07938659,7.263210635,11.47773595,12.7294081,4.94285543,6.67286381,5.818852555
GSM1594967,13.617953,11.5257198,10.5400351,12.6785476,11.8613549,8.76371406,9.72061693,6.16609858,11.567884750000001,13.1473945,6.95513804,6.06580181,7.116100645
GSM1594968,12.7984649,11.3152049,9.42273995,12.44472,11.1708948,8.628901295,9.56528038,6.248514575,11.07112545,12.6026802,6.09620617,6.36682739,6.03698385
GSM1594969,14.2977785,9.8252791,11.9058806,13.7606494,12.3042541,7.929138835,8.38011261,6.90653478,12.53942785,14.0393499,4.94285543,5.70224003,6.795957345
GSM1594970,12.4111369,10.6151682,9.40294437,13.0053403,11.1328783,7.002934765,7.44983239,7.76029635,10.27317657,11.5507287,4.94285543,5.02915564,6.37684962
GSM1594971,9.34699868,11.6798561,10.0418633,12.6689308,11.4653408,8.9663927,8.59754156,5.68291929,11.20937445,12.7610444,6.53239363,6.33023816,6.273184255
GSM1594972,13.9507776,10.3744726,11.2183399,13.1486548,12.4239164,7.2297072799999995,6.85390727,7.3972484000000005,12.2123433,13.7227088,4.94285543,6.2117121,7.047146795
GSM1594973,14.3543813,10.8520906,9.35479451,12.4164407,11.9004075,8.38565682,9.61986107,7.36368592,11.12782795,12.2883024,5.04307286,6.71549255,6.486720325
GSM1594974,11.1487663,10.2101168,10.0808268,12.1829265,11.4629856,7.714521675,8.9650496,8.09340551,11.3472531,12.9591749,4.94285543,5.29357857,6.759086295
GSM1594975,12.5661698,11.1940815,10.7634493,12.2878928,11.4228258,8.31552714,8.96273755,7.62767176,11.47599005,12.8612638,4.94285543,5.66198388,6.938573145
GSM1594976,8.70529515,11.6449041,9.01137314,11.9540784,9.78764754,9.04522043,10.0593808,6.611693170000001,10.871948249999999,11.9873811,5.80098129,6.72114429,6.1829613100000005
GSM1594977,14.395228,10.2503054,11.9489225,13.4478948,12.5119147,5.239233475000001,6.95750761,8.032739679999999,12.32872965,13.4495054,4.94285543,6.06066811,6.969468945
GSM1594978,13.4370415,11.0732964,9.40173443,12.3257693,11.1617401,8.080887455,9.29481402,6.987865985,11.37581715,12.3163301,4.94285543,5.90785111,6.529057895
GSM1594979,14.2910319,10.4423333,10.8603197,13.1249468,12.5997158,6.176925349999999,8.06913625,7.3583473900000005,12.1612539,13.4572851,4.94285543,5.03129666,6.9609433450000004
GSM1594980,14.3466911,10.8440432,11.4156155,13.6114544,12.4902487,7.789168635,5.96991477,8.07790107,12.0313769,12.9221353,5.66444333,6.42889207,7.145184695
GSM1594981,14.1187991,11.7741619,9.77946831,13.1159552,11.6407201,8.985156705,9.62094954,6.429735785,11.59727945,12.7501835,4.94285543,6.98191586,6.210635895
GSM1594982,14.4371564,10.7425679,11.0007327,13.3970463,12.3482073,7.0677722450000005,7.63125346,8.207345675,12.2423827,13.4720548,4.94285543,6.81125245,6.640915665
GSM1594983,7.53549545,11.4742318,8.41570228,12.3051248,9.7157137,7.29645851,9.21179673,7.436996155,11.004222500000001,11.8112843,4.94285543,5.26909487,6.2226986
GSM1594984,14.4162879,10.592136,11.3611516,14.1395065,12.422409,6.53842854,9.53559437,8.134251285000001,12.27367225,13.7222774,4.94285543,6.32214004,6.675687395
GSM1594985,9.74790517,11.6692163,9.0080961,12.1162473,10.9071466,7.762583095,9.71794648,7.194520285,11.62044755,12.6334479,4.94285543,6.78752357,6.897870495
GSM1594986,10.7732029,11.6046361,9.3010502,13.4196019,12.2140776,7.428399435,9.99803089,6.9579356,12.08177785,13.082501,4.94285543,6.57920597,7.301358995
GSM1594987,13.3866612,9.6797316,11.0767737,13.8802345,12.4920969,5.80199513,8.3078817,7.61292906,12.479851700000001,13.7094542,4.94285543,5.37524771,6.974236095
GSM1594988,13.532968,10.597476,11.2426637,13.2260229,12.5467659,6.781837375,8.66509649,7.95912174,12.22232515,12.6816364,4.94285543,5.67511231,6.688916545
GSM1594989,13.3089692,11.0282299,10.3666518,12.9460503,11.6539851,6.70631352,9.60741422,7.731603755,11.54545035,12.9667478,4.94285543,5.51036411,6.502322255
GSM1594990,10.5586887,11.8916607,9.62089481,12.4235592,11.4804825,8.064126715,7.51363612,7.055674255,11.27431035,12.1714346,5.57431831,4.82035226,7.055614495
GSM1594991,10.7944158,12.2168523,9.24405532,11.9235036,10.8150298,8.129365455,9.27103372,6.48686657,10.964228349999999,11.6481798,5.06078581,5.80615977,6.046030065
GSM1594992,13.8074228,11.3414807,9.98099485,12.6323137,11.5791899,8.076139875,7.29957218,7.81903385,11.433052700000001,12.7594361,4.94285543,5.48221819,6.730799995
GSM1594993,14.2148107,9.98594016,11.3254199,14.2458369,12.1520693,6.228992590000001,9.26222369,6.634158045,12.042073349999999,13.7001935,4.94285543,5.72784861,7.1246571450000005
GSM1594994,8.06463594,11.0524048,8.16996906,11.1070799,9.41112595,6.96628899,9.07272626,6.98843402,10.338926064999999,11.3480672,4.94285543,4.71503747,6.10235828
GSM1594995,14.3759332,11.7840923,9.99430192,13.1265052,10.9760075,7.726749735,9.47435619,6.12371717,10.82366125,12.7990343,4.94285543,6.59839221,5.29459324
GSM1594996,10.9137827,9.9736907,8.52898914,13.2461181,9.68745564,5.9804027699999995,4.67851808,9.991640584999999,12.581113049999999,11.4706091,4.94285543,4.38439303,6.755571145
GSM1594997,5.79476183,10.9556423,9.84025929,13.4659896,11.0882473,7.902538695,9.11312963,7.708650705,12.3555703,12.16477,4.94285543,7.23907115,6.785766445
GSM1594998,14.8578947,10.1021,11.067874,13.8008847,12.3781295,4.985419845,7.85912173,8.167188455,11.9302913,13.5051078,4.94285543,5.89588232,6.803545045
GSM1594999,11.5465926,11.4572436,9.71361322,12.9983902,10.6880813,8.669475885,8.47838146,6.5093090799999995,11.27847645,12.3148481,5.92179492,6.48357914,5.784801975
GSM1595000,13.5384432,10.9631154,11.0654249,13.6799987,11.8190489,7.174370015,8.88730454,6.8053427200000005,11.76534555,13.0941078,4.94285543,5.59422067,6.1549551000000005
GSM1595001,14.0906787,11.4493946,10.1055186,13.0521275,11.9004714,8.286711065,7.96138559,5.9668668,11.825090150000001,13.0974322,6.15831536,4.38439303,6.471040975
GSM1595002,12.9593294,11.0044294,9.05107636,12.4425718,10.5581623,7.797446355,9.08282109,7.406232644999999,10.20616985,11.2964226,4.94285543,5.90523212,5.905126775
GSM1595003,12.5436771,11.2066206,9.74232316,12.6821248,11.027138,8.172717635,9.19853921,6.96810245,10.6787209,12.1257854,4.94285543,6.15486902,6.36303456
GSM1595004,14.4242356,10.4745896,10.835563,13.7004193,12.5208357,7.21505986,8.15351863,7.828621835,12.50401385,13.8384379,5.44309253,6.02713249,7.424342395
GSM1595005,7.62842891,11.5420908,7.66771488,12.2303275,9.43733636,8.05897964,9.4306458,7.1080966,11.071932149999999,11.2197332,4.94285543,5.71321399,6.43262009
GSM1595006,14.3171022,10.9539874,10.6578637,12.7033812,12.2025177,6.839498989999999,7.69966784,7.252008965,11.95623035,13.2299854,4.94285543,6.51495264,6.48624994
GSM1595007,13.1906607,10.7536727,9.57611211,12.7250981,11.6969379,6.77513145,9.65794122,7.54343395,11.4292312,12.4755157,4.94285543,4.98238846,6.59280616
GSM1595008,8.44070419,11.9028648,8.54644526,11.7250589,9.93239658,7.867194485,9.39996457,7.341773135,10.829388699999999,11.6122025,4.94285543,7.14674907,6.29234132
GSM1595009,14.1876459,11.7239164,10.413832,12.5436909,11.7722346,8.001166945,9.85405745,7.075637255,11.40233235,12.9233393,6.31999918,6.21604291,6.464960825
GSM1595010,13.5000904,11.9591108,10.2446271,13.0202692,11.776642,7.724156215000001,9.38784236,7.36004762,11.8215048,12.9104809,4.94285543,6.33400304,6.25579681
GSM1595011,9.65129636,11.0847871,9.63158483,12.5427635,10.4908297,6.90238304,8.86746727,7.694360359999999,11.71565155,12.9475142,4.94285543,6.42926867,6.285242775
GSM1595012,12.894843,11.8165773,10.0665472,13.0986707,11.5953026,8.433233225,9.14331898,7.5211319,11.458409750000001,12.7449012,4.94285543,4.88909782,6.6958352450000005
GSM1595013,12.7928968,11.3743607,11.0129004,13.4482583,12.0354521,8.06849089,9.94622316,7.540831219999999,11.7582253,13.2011864,4.94285543,7.17832989,6.779782045
GSM1595014,12.7933044,11.3860827,10.1990662,12.8537468,11.9310691,8.489776135,8.63549286,6.368111605,11.5986097,12.6128283,7.02682102,6.60655893,6.732331945
GSM1595015,13.1524253,10.691699,9.89223103,12.7543613,11.2870363,7.312758305000001,9.0998269,6.54858819,11.58749675,12.3564264,4.94285543,5.37569047,6.845504195
GSM1595016,13.7972667,10.9268321,10.7785747,12.9078663,11.9575493,7.86427495,9.45186779,6.8714894300000005,11.988450149999998,13.5185225,4.94285543,6.33709039,6.916399095
GSM1595017,13.4926089,11.3713986,9.84460824,12.6015615,11.4905666,8.653187930000001,9.57457918,6.407217194999999,11.36327035,12.3294707,4.94285543,5.41694813,6.870506595
GSM1595018,14.401826,10.9591573,9.5649278,12.7483026,10.9621861,8.30915295,9.10629185,7.541236355000001,10.786374200000001,12.3160201,4.94285543,6.19559522,6.16501758
GSM1595019,11.8918301,11.2754644,9.08528867,12.1020699,11.7890396,8.56280507,9.3617491,6.94650748,10.88186715,13.0881615,5.35535517,6.45699931,6.922006245
GSM1595020,12.9261168,11.5619585,9.99088784,12.2961879,11.7161071,7.95708268,10.3753816,7.591676570000001,11.2126455,12.3476453,5.33169301,5.95087017,6.42921717
GSM1595021,8.7025943,11.4730425,9.92069481,12.5162875,11.2201962,8.502447795,9.53819002,7.18965277,11.73749525,12.8878305,4.94285543,6.34924334,6.772755745
GSM1595022,11.5395382,11.976093,9.4145268,12.5509696,11.6432821,8.85452579,10.1380884,7.044896395,10.985327250000001,12.7197171,7.27893597,7.28378041,6.609619325
GSM1595023,14.1292043,10.7414046,11.042926,13.2787518,12.3653919,6.814815545,6.81894862,8.373623985,12.415151,14.0124656,4.94285543,4.87271471,7.268106045
GSM1595024,13.7531038,11.8588688,10.1673293,13.4737312,12.0206875,8.32971185,10.30342,7.0264476899999995,11.992203100000001,12.8259487,5.70848862,4.69919395,7.016909395
GSM1595025,13.7746863,11.3827296,10.5269231,12.5149686,12.0253622,8.28005138,8.07974168,7.12200155,11.7489123,12.8837445,4.94285543,5.69554269,6.47265079
GSM1595026,9.89812221,10.1514488,8.05903643,12.0340102,8.06385126,7.02344377,9.1753102,7.98893906,10.75450085,10.2533078,4.94285543,4.38439303,6.039260255
GSM1595027,6.70125093,11.1675818,9.43354523,12.1004017,9.90902417,7.696996159999999,9.00702499,7.263331015,11.2283702,12.3108967,4.94285543,5.46707859,6.2782542900000005
GSM1595028,13.8246309,11.4871645,10.3759999,12.5242531,10.8145031,8.14647432,9.01347315,6.96093426,11.4356685,12.4154626,5.57617225,5.74999263,6.40077635
GSM1595029,12.9385014,11.3569964,8.40488515,12.3142943,11.0395177,8.36091423,9.41210291,7.063141355,10.8050976,12.1046254,5.2594345,6.08541415,5.753845
GSM1595030,13.3125931,11.397583,9.8860851,12.6609288,11.6820046,8.303958094999999,7.36423783,6.2243352949999995,11.0777912,12.5403563,7.60046114,6.8754675,6.7453190450000005
GSM1595031,14.4270869,10.318378,10.8362772,12.4632846,11.8573554,6.849289035,9.05716357,6.998963685,11.762153699999999,13.0530273,4.94285543,6.59910039,6.769916445
GSM1595032,12.5048289,11.08336,10.3269486,13.1303146,11.5675167,8.330822285,7.31825915,7.72148998,11.2220059,11.9678187,4.94285543,6.55984545,6.261690305
GSM1595033,14.2973992,10.0804801,9.51714675,13.4160705,11.2042536,5.862542530000001,5.43038795,9.022966885,11.313525649999999,11.8791384,4.94285543,4.38439303,6.854349545
GSM1595034,14.0711936,11.0186544,10.8976878,13.4266901,11.987113,8.03104479,8.38108033,6.550244475,11.9962053,12.9337597,4.94285543,6.32593772,7.014400795
GSM1595035,12.1007925,10.1118797,10.0550473,13.1248506,11.9507247,7.470122025,8.91541093,7.9788824599999995,11.41810135,13.2353576,4.94285543,5.13175465,6.587061835
GSM1595036,12.1776902,10.7402125,11.4524917,13.7818379,12.0425094,6.6110549899999995,9.42651444,7.177889055,12.74828055,14.2089763,4.94285543,6.80871992,7.388757045
GSM1595037,11.4967461,11.453136,9.41321388,12.3508965,9.46357672,8.16029423,9.50580972,7.33197502,10.115690215,11.9863699,4.94285543,6.82862833,5.70553773
GSM1595038,13.0874629,11.2465406,9.91278162,12.5053016,11.4247094,7.44086873,8.55481302,7.622635945,11.418917650000001,13.0415366,4.94285543,6.32109466,6.50137592
GSM1595039,13.0254066,11.1970656,9.46521059,12.205591,11.3740803,7.83862802,9.47911,6.91265544,11.5696034,12.670646,4.94285543,6.0489546,6.40864142
GSM1595040,11.0486295,10.9434388,9.45970617,11.780758,11.393762,8.226191974999999,9.94651261,7.8515894,10.9614294,12.1969845,6.0733508,6.88185773,6.44937878
GSM1595041,14.3871629,11.5391174,11.0635951,13.2168838,12.0254303,7.531305595,9.0759172,7.503396675,12.509482349999999,13.3395752,4.94285543,5.41762289,7.436516995
GSM1595042,14.3002629,11.4528684,10.6344072,13.0763832,11.6339149,7.7230488,9.30113808,7.993619245,11.58519845,13.0267893,4.94285543,6.14864363,6.24677071
GSM1595043,13.5598489,11.0999691,10.0510419,12.5376206,11.2161106,6.9838135900000005,10.1399262,7.26071355,11.3053107,12.2675535,4.94285543,6.53411024,6.35603824
GSM1595044,9.028327,11.3403802,9.29966436,12.0025907,9.87997835,8.013539445,9.16455599,6.835457985,10.8909156,11.6283492,4.94285543,6.09259395,6.014627725
GSM1595045,13.6610429,10.7660956,10.4944451,13.3322505,11.8013193,7.21891761,10.1468437,6.955203035,12.09500495,13.3268529,4.94285543,5.57807521,6.808907245
GSM1595046,13.004929,11.5730063,10.0377926,12.8397922,11.2000431,7.270794185,8.61126811,6.4584246,11.2063267,12.5330004,4.94285543,6.41298127,6.444604545
GSM1595047,11.359805,9.86200552,10.1370132,13.2824328,11.5175966,5.598564405,9.33787241,6.937480904999999,11.56834205,13.2334752,4.94285543,6.75581026,6.165274595
GSM1595048,10.9273676,10.5734072,9.23793731,12.6364884,11.0993778,8.010365135,9.89495238,7.1234362749999995,11.231702949999999,12.4011457,4.94285543,6.0480874,6.680269195
GSM1595049,11.2911263,10.120635,9.25447005,12.7850798,10.6252975,8.14162359,9.3340136,6.677033335000001,11.0627915,12.1365842,4.94285543,6.80146618,6.473933345
GSM1595050,14.0300067,10.6408006,10.6395359,13.409943,11.8804031,7.636154059999999,9.11896206,8.037179065,11.92348285,13.458033,4.94285543,7.02795534,7.451259445
GSM1595051,14.4230689,9.76842488,11.6677036,14.2142433,12.3607082,7.98638279,10.0442705,8.677772335,12.25958985,13.8756448,4.94285543,6.06916151,6.986070095
GSM1595052,7.38862163,12.037801,7.91905514,11.3918698,8.76902003,9.45021419,9.47164196,6.694782965,9.582839830000001,9.25070877,7.11330164,7.01436087,5.0004474000000005
GSM1595053,13.8812149,11.1498505,10.2036245,12.9031318,11.779939,8.285802345,9.14024438,7.019484155,11.652977400000001,12.78371,6.09678137,6.54107893,6.52430968
GSM1595054,13.6333344,9.80628396,12.3536486,13.6574497,12.8297871,5.546616355,5.94036538,7.2588941049999995,12.734326800000002,14.3761471,4.94285543,6.37879716,7.013294095
GSM1595055,13.2262758,11.1019361,9.5540541,12.3741237,11.6898221,8.03082568,8.17782952,8.256041685,11.55088265,12.8200006,4.94285543,6.27575427,6.774262495
GSM1595056,14.2905664,10.4728139,10.6755083,12.999808,12.167198,8.18055582,9.31470301,7.55194615,11.7197333,12.8605705,4.94285543,6.04511176,7.090226045
GSM1595057,14.535542,10.2156484,10.5501057,13.1640835,11.9886588,7.392419545,8.43965653,8.001860995,11.92447355,13.1916901,4.94285543,6.02298267,7.314513545
GSM1595058,14.1727492,10.8916129,10.9228751,13.3121016,12.3231431,7.561945885,8.41674548,7.655829555,12.029848,13.2224053,5.81001811,6.153348,7.139855195
GSM1595059,14.293214,11.09962,10.073011,13.2739537,11.7610578,8.255526530000001,8.83831032,8.001046065,11.3719711,12.894849,4.94285543,6.08855586,6.703605795
GSM1595060,10.874743,10.8556731,9.27889607,12.0029228,10.6263947,7.790942080000001,9.16485018,7.37151077,10.521709399999999,11.951006,4.94285543,5.77707204,5.916648185
GSM1595061,14.5404967,10.9771989,9.47734586,12.5949664,11.3975274,7.49842162,8.79721004,8.80061025,11.4470931,12.9019519,4.94285543,5.53688086,6.447195575
GSM1595062,13.9896242,10.2720652,11.4643072,13.6633724,12.5904735,7.313648515000001,7.96389603,6.7191935449999995,12.1878794,13.5830444,4.94285543,5.87763762,6.989588795
GSM1595063,11.4792489,9.42743816,10.7366234,13.2080973,12.3098509,7.34705648,8.57453121,7.248111605,12.20371505,13.541115,4.94285543,5.55766376,7.238206995
GSM1595064,14.5157592,9.97802485,10.8567633,13.2225376,12.0840261,6.16608354,8.96679321,7.901903555,11.3154304,12.932283,4.94285543,5.07011435,6.754877545
GSM1595065,14.1810286,10.3531234,10.65255,13.384271,11.9324868,7.56478369,8.91562515,6.90529622,11.62576515,13.4938439,5.34117187,5.40972734,6.55569485
GSM1595066,13.7892253,10.5913186,10.4052782,13.0124496,11.5973268,8.135458285,9.27933017,6.58830173,11.2139594,12.8770921,6.06651369,6.67171785,6.628223555
GSM1595067,8.9208156,9.35305585,8.81545113,12.5562167,6.5358305,4.74672987,8.00200921,8.0986992,11.08539165,10.8137493,4.94285543,4.38439303,6.484787775
GSM1595068,13.2737694,10.4376597,9.82774416,13.174146,12.4539193,7.840463615,9.06805392,7.237290785,12.150186349999998,13.1993134,5.35064433,4.38439303,7.158840895
GSM1595069,12.492091,11.0297727,9.92712141,13.0628848,11.1207101,8.274575505000001,9.85973794,6.55277004,10.98678945,12.6439366,4.94285543,6.85796462,6.098443315
GSM1595070,10.1585819,11.5140337,9.97935166,12.6491903,10.6161107,8.594710835,9.77168567,7.715747665,11.24022435,11.6858763,5.94063125,5.6971128,6.860771745
GSM1595071,13.9566703,11.0554796,9.86630094,13.0034568,11.5899316,8.257802825,8.39755254,6.948931155,11.2577267,12.0843458,5.38202216,6.01148012,6.51661167
GSM1595072,13.6262495,11.2758741,10.0627932,12.5213233,11.120996,7.98971944,9.22146945,7.727456790000001,11.1876476,12.7428364,5.3011324,6.75575617,6.38896726
GSM1595073,12.6542298,10.3553222,10.3678588,12.9534122,11.6865268,6.68789615,9.22803448,7.123056685,12.090994599999998,12.719706,4.94285543,5.57317879,6.808480345
GSM1595074,12.003458,10.3717984,10.2697976,12.731645,11.4765531,7.903655875,9.39535099,7.34812678,11.3424652,12.9833747,4.94285543,6.94879656,6.270590565
GSM1595075,11.5487796,10.7707992,10.7549215,13.3123923,12.287436,8.147415435000001,7.56099582,6.72333888,12.3150748,13.5574806,4.94285543,5.64713646,7.253667395
GSM1595076,12.9508035,10.7568502,9.56289946,12.9341352,11.1735423,8.633888905,6.53534805,7.189636105,10.9584841,12.2107878,6.47410363,5.71330473,6.334168835
GSM1595077,11.2209454,10.8958622,9.90095599,12.671678,10.7079483,7.5478395250000005,9.79790995,7.2953029350000005,10.991162800000001,12.7836893,4.94285543,4.62219901,6.733592395
GSM1595078,14.1849949,10.1584519,11.3471813,12.8939088,12.2119162,7.400004924999999,9.33135331,5.480609415,12.544565850000001,14.0602592,4.94285543,6.15128158,6.803484995
GSM1595079,14.0547091,10.6998176,11.0337853,13.2384935,11.5806969,7.4709712249999995,8.40725384,7.753336040000001,11.500166799999999,12.8648203,4.94285543,4.38439303,6.690356145
GSM1595080,7.57961969,11.1570067,8.09735853,11.8483736,7.37224728,6.209707225,9.16244734,7.96152186,10.675900250000002,11.1008646,4.94285543,5.06852503,5.98954352
GSM1595081,11.553796,10.810316,10.0937283,12.5455634,11.8421669,7.42473573,7.99138304,7.71143282,11.4319612,12.6656051,4.94285543,6.23629595,6.838118195
GSM1595082,10.4916656,10.8463254,10.5477981,12.8336839,11.7403368,8.369128420000001,9.32387101,6.841846155,11.06935775,12.9782831,5.75664771,5.64193475,6.197765925
GSM1595083,14.3825117,11.0780477,10.5065672,13.2259637,11.4944467,8.25104472,9.48368567,7.86572037,11.417967749999999,13.0025222,4.94285543,5.93073141,6.8612979450000005
GSM1595084,13.366419,10.0062416,11.9245845,13.8442213,12.6559733,6.850740610000001,8.40123765,7.0603039800000005,12.9580177,14.2716227,4.94285543,6.21941969,7.331487145
GSM1595085,4.81157959,11.5463248,8.80794833,12.1467821,8.10627253,8.344404685,9.98153089,6.59081426,9.23566304,10.533019,4.94285543,6.62037644,5.887540385
GSM1595086,14.1173484,11.4689285,10.6106053,13.1228304,11.1425308,8.43987524,9.40674338,6.157990495,11.697669999999999,12.718657,4.94285543,6.18274097,6.612558535
GSM1595087,12.2392746,11.8135368,9.16503349,12.5757709,10.2339276,8.223213535,8.83908981,6.514842415,11.07181495,12.1915038,6.24762696,6.08072966,5.954632475
GSM1595088,13.4614364,11.4478684,10.9175349,13.0272438,11.7421602,8.759265465,8.68621593,5.0463632050000005,11.4473984,13.2348922,4.94285543,5.98816914,7.021915845
GSM1595089,14.600577,9.73799086,11.5729905,13.9772105,12.5646575,6.555787595,7.52449862,8.192822125,12.463311350000001,14.0717749,4.94285543,5.78307065,7.291182995
GSM1595090,13.4864752,10.9240958,11.2230768,13.3372965,12.3067276,6.79507123,7.86298549,7.156676505,11.9433954,13.4023804,4.94285543,5.4439359,6.702762045
GSM1595091,14.526461,10.8546274,10.4027043,12.5573973,12.1087335,8.283094445,8.75055612,6.797174425,11.7634459,13.0948597,4.94285543,6.79967036,6.873839345
GSM1595092,10.649427,11.301622,8.98969982,11.7145855,10.4133522,8.971068735,8.50004157,6.40692541,10.7611591,12.0238969,6.7117922,5.64184544,6.093095745
GSM1595093,12.6819122,10.887825,9.9511093,13.2524934,11.6061463,7.3314644300000005,9.52477218,7.48125574,11.9654653,13.2951617,4.94285543,6.47027177,6.951940045
GSM1595094,10.1210607,10.8304883,10.8068244,13.0008181,12.3986711,7.526027559999999,6.70174717,6.26813735,12.5127872,13.4404959,6.39007914,5.4466619,7.226465095
GSM1595095,14.8324637,10.232304,10.7066306,12.9664617,12.0251961,7.54753487,7.90872678,7.775268895,11.747467749999998,13.0132124,4.94285543,5.21624271,7.075617645
GSM1595096,14.3303742,10.5159343,10.6895158,13.2987698,11.654782,6.62089325,7.49473828,7.41711076,11.69127185,13.3604124,4.94285543,4.8430648,6.811805845
GSM1595097,8.95838956,10.8335286,9.52731354,12.3233476,9.44864027,7.187460565,9.26919435,5.7525255699999995,10.95043605,12.26356,4.94285543,6.27371548,6.122549955
GSM1595098,13.327089,9.65945212,10.0118565,13.5093989,10.6149066,7.1126999699999995,9.8695074,7.810861715,11.3223847,12.4939601,4.94285543,6.48717074,6.095277355
GSM1595099,10.0947209,10.8098401,9.37169541,12.2458118,8.92712975,7.517588395000001,8.00365837,6.86174505,10.21859665,11.4072104,5.38001498,5.28151416,5.89087425
GSM1595100,12.8714448,10.5045476,9.877582,13.6087554,10.9515488,6.5709057699999995,7.26264935,7.002625255,11.53038385,12.4943073,4.94285543,6.17886421,6.52447123
GSM1595101,14.4167044,10.8898009,10.0571433,13.1285147,11.8844579,7.945752465,7.14617841,5.689138885,11.5307837,12.4979219,4.94285543,4.84619501,6.745732295
GSM1595102,7.35125284,11.3414498,9.1703992,12.2378827,9.80429224,8.289520665,8.54497014,7.093014655,11.061730449999999,12.2571587,6.07055408,5.56922998,6.11195709
GSM1595103,12.2644764,11.2522602,9.9272538,12.7169408,11.1422569,8.32157409,8.94744796,7.158301574999999,11.10247925,12.7195757,4.94285543,5.00737116,6.532896785
GSM1595104,12.4794547,11.3996137,9.11994022,12.47793,10.8302069,7.629380555,9.70648776,7.47970271,11.23053235,12.1909153,4.94285543,5.25412233,6.25718548
GSM1595105,11.0276248,11.6491482,9.39913045,12.1112954,10.4234906,8.07601738,9.47387464,7.4250943849999995,10.9935331,11.8926812,5.54137881,5.27576399,6.28058315
